,DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,# Level 2,# Level 3,# Level 4
12986,30Q010,I.S. 010 HORACE GREELEY,6,2015,All Students,247,310.0,58.0,91.0,54.0,44.0
12989,30Q010,I.S. 010 HORACE GREELEY,7,2015,All Students,281,306.0,85.0,101.0,64.0,31.0
12992,30Q010,I.S. 010 HORACE GREELEY,8,2015,All Students,312,314.0,63.0,125.0,69.0,55.0
13007,30Q011,P.S. 011 KATHRYN PHELAN,6,2015,All Students,160,315.0,33.0,55.0,25.0,47.0
13070,30Q078,P.S./I.S. 78Q,6,2015,All Students,37,305.0,7.0,20.0,4.0,6.0
13071,30Q078,P.S./I.S. 78Q,7,2015,All Students,30,302.0,7.0,18.0,4.0,1.0
13088,30Q084,P.S. 084 STEINWAY,7,2015,All Students,15,306.0,3.0,10.0,2.0,0.0
13091,30Q084,P.S. 084 STEINWAY,8,2015,All Students,16,307.0,4.0,6.0,5.0,1.0
13130,30Q111,P.S. 111 JACOB BLACKWELL,6,2015,All Students,36,275.0,21.0,10.0,5.0,0.0
13133,30Q111,P.S. 111 JACOB BLACKWELL,7,2015,All Students,34,269.0,27.0,5.0,2.0,0.0
13136,30Q111,P.S. 111 JACOB BLACKWELL,8,2015,All Students,44,280.0,24.0,17.0,2.0,1.0
13163,30Q122,P.S. 122 MAMIE FAY,6,2015,All Students,103,363.0,0.0,0.0,15.0,88.0
13166,30Q122,P.S. 122 MAMIE FAY,7,2015,All Students,95,356.0,0.0,2.0,29.0,64.0
13173,30Q126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,6,2015,All Students,185,296.0,71.0,57.0,28.0,29.0
13176,30Q126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,7,2015,All Students,199,301.0,80.0,60.0,34.0,25.0
13179,30Q126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,8,2015,All Students,160,290.0,63.0,72.0,16.0,9.0
13195,30Q127,P.S. 127 AEROSPACE SCIENCE MAGNE,6,2015,All Students,120,299.0,33.0,57.0,23.0,7.0
13198,30Q127,P.S. 127 AEROSPACE SCIENCE MAGNE,7,2015,All Students,128,286.0,68.0,42.0,13.0,5.0
13201,30Q127,P.S. 127 AEROSPACE SCIENCE MAGNE,8,2015,All Students,129,295.0,50.0,57.0,15.0,7.0
13207,30Q141,I.S. 141 THE STEINWAY,6,2015,All Students,385,317.0,58.0,131.0,86.0,110.0
13210,30Q141,I.S. 141 THE STEINWAY,7,2015,All Students,380,324.0,43.0,119.0,144.0,74.0
13213,30Q141,I.S. 141 THE STEINWAY,8,2015,All Students,270,299.0,66.0,160.0,37.0,7.0
13219,30Q145,I.S. 145 JOSEPH PULITZER,6,2015,All Students,646,300.0,193.0,261.0,118.0,74.0
13222,30Q145,I.S. 145 JOSEPH PULITZER,7,2015,All Students,642,301.0,233.0,235.0,125.0,49.0
13225,30Q145,I.S. 145 JOSEPH PULITZER,8,2015,All Students,681,304.0,172.0,313.0,142.0,54.0
13265,30Q150,P.S. 150 QUEENS,6,2015,All Students,95,322.0,13.0,25.0,29.0,28.0
13292,30Q152,P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,6,2015,All Students,58,318.0,10.0,19.0,14.0,15.0
13323,30Q204,I.S. 204 OLIVER W. HOLMES,6,2015,All Students,159,293.0,63.0,52.0,27.0,17.0
13326,30Q204,I.S. 204 OLIVER W. HOLMES,7,2015,All Students,175,299.0,71.0,63.0,29.0,12.0
13329,30Q204,I.S. 204 OLIVER W. HOLMES,8,2015,All Students,167,297.0,52.0,80.0,28.0,7.0
13349,30Q227,I.S. 227 LOUIS ARMSTRONG,6,2015,All Students,416,327.0,20.0,131.0,139.0,126.0
13352,30Q227,I.S. 227 LOUIS ARMSTRONG,7,2015,All Students,410,329.0,30.0,117.0,155.0,108.0
13355,30Q227,I.S. 227 LOUIS ARMSTRONG,8,2015,All Students,451,327.0,24.0,158.0,185.0,84.0
13361,30Q230,I.S. 230,6,2015,All Students,393,317.0,53.0,135.0,109.0,96.0
13364,30Q230,I.S. 230,7,2015,All Students,329,326.0,33.0,100.0,118.0,78.0
13367,30Q230,I.S. 230,8,2015,All Students,332,324.0,34.0,110.0,112.0,76.0
13385,30Q235,ACADEMY FOR NEW AMERICANS,6,2015,All Students,52,269.0,33.0,12.0,5.0,2.0
13388,30Q235,ACADEMY FOR NEW AMERICANS,7,2015,All Students,76,279.0,50.0,17.0,7.0,2.0
13391,30Q235,ACADEMY FOR NEW AMERICANS,8,2015,All Students,61,296.0,22.0,28.0,6.0,5.0
13402,30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",6,2015,All Students,81,323.0,5.0,26.0,24.0,26.0
13405,30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",7,2015,All Students,75,315.0,13.0,31.0,27.0,4.0
13408,30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",8,2015,All Students,83,307.0,12.0,52.0,12.0,7.0
13413,30Q291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,6,2015,All Students,100,312.0,17.0,38.0,28.0,17.0
13414,30Q291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,7,2015,All Students,122,307.0,34.0,42.0,38.0,8.0
13417,30Q300,THE 30TH AVENUE SCHOOL (G&T CITYWIDE),6,2015,All Students,25,367.0,0.0,1.0,0.0,24.0
13421,30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,7,2015,All Students,80,362.0,0.0,0.0,11.0,69.0
13440,31R002,I.S. R002 GEORGE L. EGBERT,6,2015,All Students,256,298.0,73.0,112.0,42.0,29.0
13443,31R002,I.S. R002 GEORGE L. EGBERT,7,2015,All Students,216,303.0,66.0,95.0,38.0,17.0
13446,31R002,I.S. R002 GEORGE L. EGBERT,8,2015,All Students,192,282.0,98.0,77.0,16.0,1.0
13502,31R007,I.S. 007 ELIAS BERNSTEIN,6,2015,All Students,400,323.0,47.0,125.0,94.0,134.0
13505,31R007,I.S. 007 ELIAS BERNSTEIN,7,2015,All Students,395,328.0,34.0,121.0,146.0,94.0
13508,31R007,I.S. 007 ELIAS BERNSTEIN,8,2015,All Students,271,315.0,33.0,125.0,85.0,28.0
13644,31R024,I.S. 024 MYRA S. BARNES,6,2015,All Students,433,313.0,77.0,155.0,98.0,103.0
13647,31R024,I.S. 024 MYRA S. BARNES,7,2015,All Students,422,318.0,70.0,160.0,116.0,76.0
13650,31R024,I.S. 024 MYRA S. BARNES,8,2015,All Students,240,287.0,111.0,108.0,18.0,3.0
13668,31R027,I.S. 027 ANNING S. PRALL,6,2015,All Students,347,299.0,126.0,118.0,45.0,58.0
13672,31R027,I.S. 027 ANNING S. PRALL,7,2015,All Students,369,296.0,165.0,113.0,60.0,31.0
13675,31R027,I.S. 027 ANNING S. PRALL,8,2015,All Students,385,295.0,158.0,133.0,63.0,31.0
13679,31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,6,2015,All Students,54,290.0,19.0,24.0,7.0,4.0
13731,31R034,I.S. 034 TOTTENVILLE,6,2015,All Students,374,309.0,78.0,150.0,71.0,75.0
13734,31R034,I.S. 034 TOTTENVILLE,7,2015,All Students,369,321.0,53.0,134.0,106.0,76.0
13737,31R034,I.S. 034 TOTTENVILLE,8,2015,All Students,259,316.0,25.0,124.0,91.0,19.0
13860,31R048,P.S. 048 WILLIAM G. WILCOX,6,2015,All Students,99,320.0,12.0,33.0,19.0,35.0
13861,31R048,P.S. 048 WILLIAM G. WILCOX,7,2015,All Students,91,331.0,7.0,23.0,33.0,28.0
13867,31R049,I.S. 49 BERTA A. DREYFUS,6,2015,All Students,234,273.0,147.0,62.0,16.0,9.0
13870,31R049,I.S. 49 BERTA A. DREYFUS,7,2015,All Students,263,285.0,146.0,77.0,31.0,9.0
13873,31R049,I.S. 49 BERTA A. DREYFUS,8,2015,All Students,234,274.0,151.0,70.0,12.0,1.0
13891,31R051,I.S. 051 EDWIN MARKHAM,6,2015,All Students,371,287.0,169.0,114.0,54.0,34.0
13894,31R051,I.S. 051 EDWIN MARKHAM,7,2015,All Students,426,288.0,216.0,137.0,65.0,8.0
13897,31R051,I.S. 051 EDWIN MARKHAM,8,2015,All Students,319,275.0,180.0,125.0,14.0,0.0
14001,31R061,I.S. 061 WILLIAM A MORRIS,6,2015,All Students,390,285.0,186.0,139.0,50.0,15.0
14004,31R061,I.S. 061 WILLIAM A MORRIS,7,2015,All Students,374,286.0,197.0,119.0,50.0,8.0
14007,31R061,I.S. 061 WILLIAM A MORRIS,8,2015,All Students,344,292.0,147.0,132.0,49.0,16.0
14013,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,6,2015,All Students,142,315.0,19.0,58.0,32.0,33.0
14016,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,7,2015,All Students,136,324.0,19.0,41.0,47.0,29.0
14019,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,8,2015,All Students,111,306.0,19.0,59.0,31.0,2.0
14050,31R072,I.S. 072 ROCCO LAURIE,6,2015,All Students,408,306.0,94.0,161.0,83.0,70.0
14053,31R072,I.S. 072 ROCCO LAURIE,7,2015,All Students,410,309.0,91.0,169.0,115.0,35.0
14056,31R072,I.S. 072 ROCCO LAURIE,8,2015,All Students,421,310.0,118.0,140.0,90.0,73.0
14072,31R075,I.S. 075 FRANK D. PAULO,6,2015,All Students,484,324.0,52.0,150.0,119.0,163.0
14075,31R075,I.S. 075 FRANK D. PAULO,7,2015,All Students,456,326.0,54.0,137.0,144.0,121.0
14078,31R075,I.S. 075 FRANK D. PAULO,8,2015,All Students,282,308.0,42.0,156.0,70.0,14.0
14098,31R080,THE MICHAEL J. PETRIDES SCHOOL,6,2015,All Students,93,305.0,23.0,35.0,24.0,11.0
14101,31R080,THE MICHAEL J. PETRIDES SCHOOL,7,2015,All Students,93,317.0,17.0,35.0,26.0,15.0
14104,31R080,THE MICHAEL J. PETRIDES SCHOOL,8,2015,All Students,93,323.0,10.0,30.0,39.0,14.0
14118,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,6,2015,All Students,96,312.0,24.0,25.0,24.0,23.0
14121,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,7,2015,All Students,94,320.0,11.0,33.0,37.0,13.0
14124,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,8,2015,All Students,94,320.0,9.0,39.0,29.0,17.0
14139,32K045,P.S./I.S. 045 HORACE E. GREENE,6,2015,All Students,68,315.0,8.0,28.0,19.0,13.0
14142,32K045,P.S./I.S. 045 HORACE E. GREENE,7,2015,All Students,57,295.0,19.0,29.0,9.0,0.0
14145,32K045,P.S./I.S. 045 HORACE E. GREENE,8,2015,All Students,61,279.0,32.0,26.0,3.0,0.0
14235,32K162,J.H.S. 162 THE WILLOUGHBY,6,2015,All Students,149,280.0,72.0,64.0,12.0,1.0
14238,32K162,J.H.S. 162 THE WILLOUGHBY,7,2015,All Students,152,287.0,72.0,60.0,19.0,1.0
14241,32K162,J.H.S. 162 THE WILLOUGHBY,8,2015,All Students,151,286.0,71.0,66.0,11.0,3.0
14259,32K291,J.H.S. 291 ROLAND HAYES,6,2015,All Students,98,273.0,58.0,31.0,7.0,2.0
14262,32K291,J.H.S. 291 ROLAND HAYES,7,2015,All Students,132,273.0,94.0,30.0,8.0,0.0
14265,32K291,J.H.S. 291 ROLAND HAYES,8,2015,All Students,156,281.0,87.0,53.0,13.0,3.0
14284,32K347,I.S. 347 SCHOOL OF HUMANITIES,6,2015,All Students,85,283.0,37.0,40.0,7.0,1.0
14287,32K347,I.S. 347 SCHOOL OF HUMANITIES,7,2015,All Students,112,292.0,45.0,49.0,17.0,1.0
14290,32K347,I.S. 347 SCHOOL OF HUMANITIES,8,2015,All Students,107,291.0,36.0,60.0,11.0,0.0
14296,32K349,"I.S. 349 MATH, SCIENCE & TECH.",6,2015,All Students,98,289.0,38.0,45.0,11.0,4.0
14299,32K349,"I.S. 349 MATH, SCIENCE & TECH.",7,2015,All Students,116,289.0,59.0,48.0,9.0,0.0
14302,32K349,"I.S. 349 MATH, SCIENCE & TECH.",8,2015,All Students,131,288.0,60.0,61.0,9.0,1.0
14327,32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,6,2015,All Students,60,278.0,31.0,23.0,6.0,0.0
14330,32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,7,2015,All Students,50,296.0,19.0,21.0,8.0,2.0
14333,32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,8,2015,All Students,52,286.0,22.0,23.0,5.0,2.0
14342,32K383,J.H.S. 383 PHILIPPA SCHUYLER,6,2015,All Students,305,309.0,58.0,105.0,91.0,51.0
14345,32K383,J.H.S. 383 PHILIPPA SCHUYLER,7,2015,All Students,275,311.0,49.0,133.0,74.0,19.0
14348,32K383,J.H.S. 383 PHILIPPA SCHUYLER,8,2015,All Students,154,289.0,59.0,87.0,8.0,0.0
14364,32K384,P.S. /I.S. 384 FRANCES E. CARTER,6,2015,All Students,59,299.0,12.0,31.0,15.0,1.0
14367,32K384,P.S. /I.S. 384 FRANCES E. CARTER,7,2015,All Students,78,289.0,35.0,34.0,7.0,2.0
14370,32K384,P.S. /I.S. 384 FRANCES E. CARTER,8,2015,All Students,70,284.0,34.0,28.0,7.0,1.0
14376,32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,6,2015,All Students,60,341.0,0.0,5.0,27.0,28.0
14379,32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,7,2015,All Students,59,334.0,4.0,13.0,26.0,16.0
14386,32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,6,2015,All Students,98,262.0,76.0,20.0,2.0,0.0
14388,32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,7,2015,All Students,98,274.0,76.0,19.0,2.0,1.0
14389,32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,8,2015,All Students,128,268.0,97.0,31.0,0.0,0.0
